d1_1,d1_2,d1_3,d1_4,D2_rideshare,D2_metro_LADOT,D2_navigation,d3_1,d3_2,d3_3,D4,D5,D6,D7,d8_1,d8_2,d8_3,d8_4,vector_representation,Arch_ID,Stratum,total_cost,on_schedule_delivery_risk,reliability,travel_time_reduction,prediction_accuracy,response_time,data_coverage
1,1,0,0,2,3,2,1,0,0,4,1,1,3,0,1,0,1,"D1=[1,1,0,0]; D2=[2,3,2]; D3=[1,0,0]; D4=4; D5=1; D6=1; D7=3; D8=[0,1,0,1]",35,D5=1_D6=1,2784405.31,31640,96.5,21.599999999999998,0.8552500000000001,60,30
0,0,1,1,3,1,3,1,1,0,3,0,0,2,1,0,1,0,"D1=[0,0,1,1]; D2=[3,1,3]; D3=[1,1,0]; D4=3; D5=0; D6=0; D7=2; D8=[1,0,1,0]",36,D5=0_D6=0,1080233.742,26800,98.75,15.3,0.8038000000000001,36.99,60
0,0,0,1,3,2,3,0,0,1,4,1,1,1,1,0,1,1,"D1=[0,0,0,1]; D2=[3,2,3]; D3=[0,0,1]; D4=4; D5=1; D6=1; D7=1; D8=[1,0,1,1]",37,D5=1_D6=1,2909916.417,22040,96.5,21.599999999999998,0.80135,39.35,0
1,0,1,0,2,1,1,1,0,0,2,0,1,3,0,1,1,1,"D1=[1,0,1,0]; D2=[2,1,1]; D3=[1,0,0]; D4=2; D5=0; D6=1; D7=3; D8=[0,1,1,1]",38,D5=0_D6=1,1864040.172,23640,97.25,17.1,0.8283,49.675,25.5
1,0,0,1,3,1,3,0,1,1,2,0,0,2,1,1,0,0,"D1=[1,0,0,1]; D2=[3,1,3]; D3=[0,1,1]; D4=2; D5=0; D6=0; D7=2; D8=[1,1,0,0]",39,D5=0_D6=0,1129370.96,26800,98.75,15.3,0.8038000000000001,36.99,60
0,1,1,0,2,1,1,0,1,0,3,0,1,3,1,0,0,1,"D1=[0,1,1,0]; D2=[2,1,1]; D3=[0,1,0]; D4=3; D5=0; D6=1; D7=3; D8=[1,0,0,1]",40,D5=0_D6=1,1872974.212,23640,97.25,17.1,0.8283,49.675,25.5
1,0,1,1,3,2,3,0,1,1,4,1,1,3,1,1,1,0,"D1=[1,0,1,1]; D2=[3,2,3]; D3=[0,1,1]; D4=4; D5=1; D6=1; D7=3; D8=[1,1,1,0]",41,D5=1_D6=1,2688598.43,31640,98,25.200000000000003,0.8822,39.35,0
0,1,0,0,2,2,3,1,0,0,5,0,1,3,0,1,1,0,"D1=[0,1,0,0]; D2=[2,2,3]; D3=[1,0,0]; D4=5; D5=0; D6=1; D7=3; D8=[0,1,1,0]",42,D5=0_D6=1,1647593.001,23640,97.25,17.1,0.8552500000000001,60,30
0,1,0,1,1,3,1,1,0,0,1,0,0,3,1,1,0,0,"D1=[0,1,0,1]; D2=[1,3,1]; D3=[1,0,0]; D4=1; D5=0; D6=0; D7=3; D8=[1,1,0,0]",43,D5=0_D6=0,850384.6635,23600,97.25,11.700000000000001,0.72295,36.99,30
1,1,1,0,2,1,1,1,1,1,2,0,1,2,1,1,0,1,"D1=[1,1,1,0]; D2=[2,1,1]; D3=[1,1,1]; D4=2; D5=0; D6=1; D7=2; D8=[1,1,0,1]",44,D5=0_D6=1,2224898.272,26840,99.25,25.500000000000004,0.99,49.675,85
0,1,0,0,2,2,2,1,1,0,2,1,1,3,0,1,1,0,"D1=[0,1,0,0]; D2=[2,2,2]; D3=[1,1,0]; D4=2; D5=1; D6=1; D7=3; D8=[0,1,1,0]",45,D5=1_D6=1,2581389.954,31640,98,25.200000000000003,0.9361,60,60
1,1,0,0,2,2,3,1,0,0,5,0,0,2,0,0,0,1,"D1=[1,1,0,0]; D2=[2,2,3]; D3=[1,0,0]; D4=5; D5=0; D6=0; D7=2; D8=[0,0,0,1]",46,D5=0_D6=0,1211739.564,26800,97.25,11.700000000000001,0.72295,36.99,30
0,0,0,1,1,1,2,0,1,0,2,1,1,1,1,0,0,0,"D1=[0,0,0,1]; D2=[1,1,2]; D3=[0,1,0]; D4=2; D5=1; D6=1; D7=1; D8=[1,0,0,0]",47,D5=1_D6=1,2683826.974,22040,96.5,21.599999999999998,0.8283,49.675,25.5
0,0,0,1,3,3,2,0,1,1,1,0,0,2,1,0,0,1,"D1=[0,0,0,1]; D2=[3,3,2]; D3=[0,1,1]; D4=1; D5=0; D6=0; D7=2; D8=[1,0,0,1]",48,D5=0_D6=0,1287678.902,26800,98.75,15.3,0.7499,16.34,0
0,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,0,1,"D1=[0,1,1,1]; D2=[1,1,1]; D3=[1,1,0]; D4=2; D5=1; D6=1; D7=1; D8=[1,1,0,1]",49,D5=1_D6=1,2934485.026,22040,98,25.200000000000003,0.9091499999999999,49.675,51
1,0,0,0,3,3,1,0,0,1,1,0,1,2,0,1,0,0,"D1=[1,0,0,0]; D2=[3,3,1]; D3=[0,0,1]; D4=1; D5=0; D6=1; D7=2; D8=[0,1,0,0]",50,D5=0_D6=1,1980861.976,26840,97.25,17.1,0.8552500000000001,60,30
0,0,0,1,1,3,3,1,1,1,5,0,1,2,0,1,1,1,"D1=[0,0,0,1]; D2=[1,3,3]; D3=[1,1,1]; D4=5; D5=0; D6=1; D7=2; D8=[0,1,1,1]",51,D5=0_D6=1,2164593.504,26840,99.25,25.500000000000004,0.99,60,100
1,1,0,1,3,1,2,0,1,0,1,1,1,3,1,1,1,0,"D1=[1,1,0,1]; D2=[3,1,2]; D3=[0,1,0]; D4=1; D5=1; D6=1; D7=3; D8=[1,1,1,0]",52,D5=1_D6=1,2657329.291,31640,96.5,21.599999999999998,0.8552500000000001,60,30
1,0,0,1,2,2,3,0,1,1,3,0,0,3,0,0,0,1,"D1=[1,0,0,1]; D2=[2,2,3]; D3=[0,1,1]; D4=3; D5=0; D6=0; D7=3; D8=[0,0,0,1]",53,D5=0_D6=0,1034697.293,23600,98.75,15.3,0.8038000000000001,36.99,60
0,0,1,1,2,1,3,1,0,1,5,1,1,2,1,1,1,0,"D1=[0,0,1,1]; D2=[2,1,3]; D3=[1,0,1]; D4=5; D5=1; D6=1; D7=2; D8=[1,1,1,0]",54,D5=1_D6=1,2912149.927,34840,98,25.200000000000003,0.9361,60,60
1,0,0,1,1,1,1,1,0,0,3,0,1,1,1,1,1,0,"D1=[1,0,0,1]; D2=[1,1,1]; D3=[1,0,0]; D4=3; D5=0; D6=1; D7=1; D8=[1,1,1,0]",55,D5=0_D6=1,1781234.13,14040,97.25,17.1,0.8283,49.675,25.5
1,1,0,0,3,1,2,1,1,0,3,1,1,3,0,1,0,0,"D1=[1,1,0,0]; D2=[3,1,2]; D3=[1,1,0]; D4=3; D5=1; D6=1; D7=3; D8=[0,1,0,0]",56,D5=1_D6=1,2592557.503,31640,98,25.200000000000003,0.9361,60,60
0,1,0,1,3,2,1,1,0,0,3,0,0,1,0,0,1,1,"D1=[0,1,0,1]; D2=[3,2,1]; D3=[1,0,0]; D4=3; D5=0; D6=0; D7=1; D8=[0,0,1,1]",57,D5=0_D6=0,1075766.722,14000,97.25,11.700000000000001,0.72295,36.99,30
1,1,0,1,3,2,2,0,0,1,1,0,0,2,1,0,0,1,"D1=[1,1,0,1]; D2=[3,2,2]; D3=[0,0,1]; D4=1; D5=0; D6=0; D7=2; D8=[1,0,0,1]",58,D5=0_D6=0,1332349.1,26800,97.25,11.700000000000001,0.72295,36.99,30
1,0,1,1,2,2,3,1,1,1,2,0,0,1,1,0,0,1,"D1=[1,0,1,1]; D2=[2,2,3]; D3=[1,1,1]; D4=2; D5=0; D6=0; D7=1; D8=[1,0,0,1]",59,D5=0_D6=0,1158406.589,14000,99.25,20.1,0.8577,36.99,100
1,1,0,1,3,3,1,1,0,0,4,1,1,1,0,0,1,1,"D1=[1,1,0,1]; D2=[3,3,1]; D3=[1,0,0]; D4=4; D5=1; D6=1; D7=1; D8=[0,0,1,1]",60,D5=1_D6=1,2923317.477,22040,96.5,21.599999999999998,0.8552500000000001,60,30
0,1,0,1,3,2,3,1,1,0,3,0,1,1,0,1,0,0,"D1=[0,1,0,1]; D2=[3,2,3]; D3=[1,1,0]; D4=3; D5=0; D6=1; D7=1; D8=[0,1,0,0]",61,D5=0_D6=1,1803569.229,14040,98.75,20.7,0.8822,39.35,0
0,1,1,1,1,2,2,0,0,1,2,0,0,3,1,0,1,1,"D1=[0,1,1,1]; D2=[1,2,2]; D3=[0,0,1]; D4=2; D5=0; D6=0; D7=3; D8=[1,0,1,1]",62,D5=0_D6=0,1072666.962,23600,97.25,11.700000000000001,0.72295,36.99,30
1,0,1,0,2,2,1,0,1,1,3,1,1,2,1,0,0,0,"D1=[1,0,1,0]; D2=[2,2,1]; D3=[0,1,1]; D4=3; D5=1; D6=1; D7=2; D8=[1,0,0,0]",63,D5=1_D6=1,2909916.417,34840,98,25.200000000000003,0.9361,60,60
1,0,1,0,2,2,1,0,1,0,3,1,1,2,0,0,1,0,"D1=[1,0,1,0]; D2=[2,2,1]; D3=[0,1,0]; D4=3; D5=1; D6=1; D7=2; D8=[0,0,1,0]",64,D5=1_D6=1,2865246.218,34840,96.5,21.599999999999998,0.8552500000000001,60,30
1,0,1,1,2,2,3,0,1,1,1,0,1,1,1,0,0,1,"D1=[1,0,1,1]; D2=[2,2,3]; D3=[0,1,1]; D4=1; D5=0; D6=1; D7=1; D8=[1,0,0,1]",65,D5=0_D6=1,2063501.843,14040,98.75,20.7,0.9361,60,60
0,0,1,1,1,1,3,0,1,0,4,0,1,2,1,0,1,0,"D1=[0,0,1,1]; D2=[1,1,3]; D3=[0,1,0]; D4=4; D5=0; D6=1; D7=2; D8=[1,0,1,0]",66,D5=0_D6=1,1989796.016,26840,97.25,17.1,0.8552500000000001,60,30
1,0,1,1,1,2,3,1,1,1,5,1,1,3,0,0,0,1,"D1=[1,0,1,1]; D2=[1,2,3]; D3=[1,1,1]; D4=5; D5=1; D6=1; D7=3; D8=[0,0,0,1]",67,D5=1_D6=1,2851410.608,31640,98.5,30,0.99,60,100
1,0,0,0,2,2,3,1,1,0,2,0,0,1,1,1,1,0,"D1=[1,0,0,0]; D2=[2,2,3]; D3=[1,1,0]; D4=2; D5=0; D6=0; D7=1; D8=[1,1,1,0]",68,D5=0_D6=0,876159.0335,14000,98.75,15.3,0.8038000000000001,36.99,60
1,0,0,1,3,1,1,1,1,1,2,1,1,1,0,1,1,1,"D1=[1,0,0,1]; D2=[3,1,1]; D3=[1,1,1]; D4=2; D5=1; D6=1; D7=1; D8=[0,1,1,1]",69,D5=1_D6=1,2941185.556,22040,98.5,30,0.99,60,100
1,1,0,1,3,2,3,1,0,0,2,0,1,2,0,1,0,0,"D1=[1,1,0,1]; D2=[3,2,3]; D3=[1,0,0]; D4=2; D5=0; D6=1; D7=2; D8=[0,1,0,0]",70,D5=0_D6=1,2005430.585,26840,97.25,17.1,0.80135,39.35,0
1,1,0,1,3,2,1,0,1,1,5,0,1,3,1,0,0,0,"D1=[1,1,0,1]; D2=[3,2,1]; D3=[0,1,1]; D4=5; D5=0; D6=1; D7=3; D8=[1,0,0,0]",71,D5=0_D6=1,1768202.537,23640,98.75,20.7,0.9361,60,60
1,1,0,1,2,3,1,1,0,1,4,0,0,3,0,1,0,1,"D1=[1,1,0,1]; D2=[2,3,1]; D3=[1,0,1]; D4=4; D5=0; D6=0; D7=3; D8=[0,1,0,1]",72,D5=0_D6=0,1074900.472,23600,98.75,15.3,0.8038000000000001,36.99,60
1,1,1,1,2,1,1,1,1,1,2,0,1,2,1,0,1,0,"D1=[1,1,1,1]; D2=[2,1,1]; D3=[1,1,1]; D4=2; D5=0; D6=1; D7=2; D8=[1,0,1,0]",73,D5=0_D6=1,2088070.452,26840,99.25,25.500000000000004,0.99,49.675,85
0,0,1,1,1,3,2,1,1,0,1,0,1,1,1,0,0,1,"D1=[0,0,1,1]; D2=[1,3,2]; D3=[1,1,0]; D4=1; D5=0; D6=1; D7=1; D8=[1,0,0,1]",74,D5=0_D6=1,1998730.055,14040,98.75,20.7,0.9361,60,60
1,0,0,1,1,1,3,0,0,1,3,1,1,3,0,0,1,0,"D1=[1,0,0,1]; D2=[1,1,3]; D3=[0,0,1]; D4=3; D5=1; D6=1; D7=3; D8=[0,0,1,0]",75,D5=1_D6=1,2634994.192,31640,96.5,21.599999999999998,0.8552500000000001,60,30
1,1,1,0,1,3,1,1,1,1,1,0,1,1,1,1,1,1,"D1=[1,1,1,0]; D2=[1,3,1]; D3=[1,1,1]; D4=1; D5=0; D6=1; D7=1; D8=[1,1,1,1]",76,D5=0_D6=1,2054567.804,14040,99.25,25.500000000000004,0.99,60,100
1,0,0,1,2,3,2,1,1,0,2,1,1,3,1,0,0,1,"D1=[1,0,0,1]; D2=[2,3,2]; D3=[1,1,0]; D4=2; D5=1; D6=1; D7=3; D8=[1,0,0,1]",77,D5=1_D6=1,2802273.389,31640,98,25.200000000000003,0.9361,60,60
0,0,1,0,3,2,3,1,1,0,4,1,1,2,1,0,0,0,"D1=[0,0,1,0]; D2=[3,2,3]; D3=[1,1,0]; D4=4; D5=1; D6=1; D7=2; D8=[1,0,0,0]",78,D5=1_D6=1,2860779.199,34840,98,25.200000000000003,0.8822,39.35,0
0,0,1,0,2,3,2,0,0,1,5,0,0,1,0,0,1,1,"D1=[0,0,1,0]; D2=[2,3,2]; D3=[0,0,1]; D4=5; D5=0; D6=0; D7=1; D8=[0,0,1,1]",79,D5=0_D6=0,1055665.132,14000,97.25,11.700000000000001,0.72295,36.99,30
0,1,0,0,3,3,2,0,1,1,2,0,1,3,0,0,1,1,"D1=[0,1,0,0]; D2=[3,3,2]; D3=[0,1,1]; D4=2; D5=0; D6=1; D7=3; D8=[0,0,1,1]",80,D5=0_D6=1,1902009.841,23640,98.75,20.7,0.8822,39.35,0
0,1,1,1,3,3,1,1,0,0,5,0,1,2,0,0,1,1,"D1=[0,1,1,1]; D2=[3,3,1]; D3=[1,0,0]; D4=5; D5=0; D6=1; D7=2; D8=[0,0,1,1]",81,D5=0_D6=1,2169060.524,26840,97.25,17.1,0.8552500000000001,60,30
0,1,0,1,3,3,1,1,0,1,5,0,0,3,0,1,0,0,"D1=[0,1,0,1]; D2=[3,3,1]; D3=[1,0,1]; D4=5; D5=0; D6=0; D7=3; D8=[0,1,0,0]",82,D5=0_D6=0,861552.2131,23600,98.75,15.3,0.8038000000000001,36.99,60
0,1,1,1,3,1,2,1,0,1,5,0,1,2,1,0,0,0,"D1=[0,1,1,1]; D2=[3,1,2]; D3=[1,0,1]; D4=5; D5=0; D6=1; D7=2; D8=[1,0,0,0]",83,D5=0_D6=1,2032232.704,26840,98.75,20.7,0.9361,60,60
0,1,1,0,3,2,3,0,1,1,3,1,1,3,0,1,1,1,"D1=[0,1,1,0]; D2=[3,2,3]; D3=[0,1,1]; D4=3; D5=1; D6=1; D7=3; D8=[0,1,1,1]",84,D5=1_D6=1,2826841.998,31640,98,25.200000000000003,0.8822,39.35,0
1,1,1,0,3,3,2,1,0,0,3,0,0,3,0,1,0,1,"D1=[1,1,1,0]; D2=[3,3,2]; D3=[1,0,0]; D4=3; D5=0; D6=0; D7=3; D8=[0,1,0,1]",85,D5=0_D6=0,996727.6243,23600,97.25,11.700000000000001,0.66905,16.34,0
0,0,1,0,3,2,2,1,0,0,1,0,0,3,1,1,1,1,"D1=[0,0,1,0]; D2=[3,2,2]; D3=[1,0,0]; D4=1; D5=0; D6=0; D7=3; D8=[1,1,1,1]",86,D5=0_D6=0,963224.9754,23600,97.25,11.700000000000001,0.72295,36.99,30
1,1,0,1,2,2,1,1,1,0,5,0,0,3,0,0,1,0,"D1=[1,1,0,1]; D2=[2,2,1]; D3=[1,1,0]; D4=5; D5=0; D6=0; D7=3; D8=[0,0,1,0]",87,D5=0_D6=0,850384.6635,23600,98.75,15.3,0.8038000000000001,36.99,60
0,1,0,1,1,1,1,0,1,0,1,0,1,3,1,0,0,1,"D1=[0,1,0,1]; D2=[1,1,1]; D3=[0,1,0]; D4=1; D5=0; D6=1; D7=3; D8=[1,0,0,1]",88,D5=0_D6=1,1913177.39,23640,97.25,17.1,0.8283,49.675,25.5
0,1,1,0,1,3,1,1,0,1,2,1,1,2,1,0,1,0,"D1=[0,1,1,0]; D2=[1,3,1]; D3=[1,0,1]; D4=2; D5=1; D6=1; D7=2; D8=[1,0,1,0]",89,D5=1_D6=1,2923317.477,34840,98,25.200000000000003,0.9361,60,60
0,1,1,0,1,2,1,0,1,1,3,0,1,2,1,1,1,0,"D1=[0,1,1,0]; D2=[1,2,1]; D3=[0,1,1]; D4=3; D5=0; D6=1; D7=2; D8=[1,1,1,0]",90,D5=0_D6=1,2007664.095,26840,98.75,20.7,0.9091499999999999,49.675,51
0,1,0,0,3,1,1,1,0,1,5,1,1,3,0,0,1,0,"D1=[0,1,0,0]; D2=[3,1,1]; D3=[1,0,1]; D4=5; D5=1; D6=1; D7=3; D8=[0,0,1,0]",91,D5=1_D6=1,2592557.503,31640,98,25.200000000000003,0.9361,60,60
0,0,1,0,2,1,3,0,1,0,2,1,1,1,0,1,1,1,"D1=[0,0,1,0]; D2=[2,1,3]; D3=[0,1,0]; D4=2; D5=1; D6=1; D7=1; D8=[0,1,1,1]",92,D5=1_D6=1,2854078.669,22040,96.5,21.599999999999998,0.8552500000000001,60,30
0,0,1,1,3,3,1,0,1,1,3,1,1,3,0,0,1,1,"D1=[0,0,1,1]; D2=[3,3,1]; D3=[0,1,1]; D4=3; D5=1; D6=1; D7=3; D8=[0,0,1,1]",93,D5=1_D6=1,2838009.548,31640,98,25.200000000000003,0.9361,60,60
